,Date,Open,High,Low,Close,Adj Close,Volume
0,2014-12-09,107.660004,108.540001,106.690002,107.91999799999999,102.249252,599500
1,2014-12-10,108.410004,108.5,106.709999,107.010002,101.387077,644600
2,2014-12-11,107.150002,108.18,106.889999,107.019997,101.39654499999999,369600
3,2014-12-12,108.059998,108.139999,106.0,106.019997,100.449081,482000
4,2014-12-15,106.510002,106.730003,103.260002,103.349998,97.919388,632900
5,2014-12-16,103.629997,106.379997,103.599998,104.809998,99.302666,752200
6,2014-12-17,104.08000200000001,105.980003,103.83000200000001,105.690002,100.136436,503600
7,2014-12-18,106.120003,108.120003,106.059998,108.110001,102.42926800000001,547200
8,2014-12-19,106.440002,107.190002,106.08000200000001,106.839996,101.225998,734900
9,2014-12-22,107.440002,109.93,107.440002,109.519997,103.765182,771500
10,2014-12-23,108.839996,109.599998,108.75,109.129997,103.395668,796700
11,2014-12-24,109.25,109.760002,108.860001,109.639999,103.878876,66700
12,2014-12-26,109.849998,109.910004,109.18,109.300003,103.556747,196900
13,2014-12-29,109.16999799999999,109.589996,109.059998,109.379997,103.632538,190400
14,2014-12-30,108.730003,108.860001,107.970001,108.199997,102.514542,387000
15,2014-12-31,108.029999,109.32,107.720001,107.83000200000001,102.163986,388900
16,2015-01-02,107.66999799999999,108.410004,106.58000200000001,107.400002,101.75657700000001,394000
17,2015-01-05,105.82,106.089996,103.650002,103.790001,98.33626600000001,678700
18,2015-01-06,102.610001,102.699997,100.540001,100.720001,95.427589,1081300
19,2015-01-07,100.480003,101.410004,100.209999,101.290001,95.96764399999999,855100
20,2015-01-08,101.940002,104.25,101.849998,103.410004,97.976242,481600
21,2015-01-09,103.239998,103.239998,100.970001,102.089996,96.725594,440600
22,2015-01-12,104.449997,104.540001,102.599998,103.449997,98.01413000000001,1115500
23,2015-01-13,104.099998,105.32,102.860001,103.449997,98.01413000000001,809200
24,2015-01-14,102.949997,103.849998,102.269997,103.110001,97.692001,592800
25,2015-01-15,101.489998,102.83000200000001,101.269997,101.959999,96.602425,1283000
26,2015-01-16,101.779999,103.120003,101.230003,103.040001,97.625687,633700
27,2015-01-20,103.110001,104.099998,102.779999,103.809998,98.355209,947000
28,2015-01-21,105.059998,107.029999,104.25,106.589996,100.989136,1569100
29,2015-01-22,106.760002,107.949997,106.400002,107.599998,101.94606800000001,589400
30,2015-01-23,106.489998,106.629997,105.279999,105.309998,99.776398,974600
31,2015-01-26,107.0,107.349998,106.360001,107.32,101.680786,995200
32,2015-01-27,106.93,107.339996,106.120003,106.33000200000001,100.742805,911900
33,2015-01-28,106.980003,107.110001,104.58000200000001,104.639999,99.141609,753700
34,2015-01-29,106.269997,106.449997,104.940002,106.139999,100.56279,632600
35,2015-01-30,105.949997,106.260002,103.809998,103.940002,98.478386,1073800
36,2015-02-02,102.980003,103.209999,101.480003,103.050003,97.63515500000001,1177900
37,2015-02-03,103.300003,103.93,102.82,103.889999,98.431015,716800
38,2015-02-04,102.57,102.910004,101.650002,101.839996,96.488724,789900
39,2015-02-05,102.559998,103.260002,101.629997,103.099998,97.682518,569900
40,2015-02-06,101.529999,102.25,100.440002,100.790001,95.493904,964800
41,2015-02-09,98.870003,99.860001,98.57,98.650002,93.46635400000001,798800
42,2015-02-10,101.300003,102.370003,101.07,102.099998,96.735077,679400
43,2015-02-11,102.949997,103.790001,102.66999799999999,103.41999799999999,97.98571,715300
44,2015-02-12,103.82,104.099998,103.089996,104.040001,98.573128,443500
45,2015-02-13,104.529999,104.650002,103.83000200000001,104.480003,98.990013,359100
46,2015-02-17,102.510002,103.33000200000001,101.970001,102.970001,97.55935699999999,493700
47,2015-02-18,103.589996,104.07,103.260002,103.709999,98.260468,311900
48,2015-02-19,103.809998,105.16999799999999,103.709999,104.599998,99.103714,275400
49,2015-02-20,102.599998,105.059998,102.599998,104.849998,99.340561,582500
50,2015-02-23,105.629997,105.709999,105.010002,105.120003,99.59639,452200
51,2015-02-24,108.529999,110.849998,107.879997,110.75,104.93055,2153800
52,2015-02-25,109.690002,109.940002,108.41999799999999,108.970001,103.244087,1152300
53,2015-02-26,107.599998,108.66999799999999,107.510002,107.910004,102.239784,608300
54,2015-02-27,107.529999,108.43,106.75,107.68,102.021858,686800
55,2015-03-02,109.260002,110.269997,108.989998,109.93,104.153633,600500
56,2015-03-03,109.879997,109.959999,108.059998,108.489998,102.789307,651300
57,2015-03-04,108.230003,108.870003,107.32,108.510002,102.80825,536600
58,2015-03-05,109.209999,109.800003,108.720001,109.349998,103.60410300000001,402500
59,2015-03-06,108.260002,108.379997,106.68,107.32,101.680786,652500
60,2015-03-09,107.449997,108.190002,107.07,107.93,102.258736,506000
61,2015-03-10,106.989998,107.199997,105.959999,106.150002,100.57225799999999,626000
62,2015-03-11,106.720001,107.980003,106.309998,106.68,101.074409,551100
63,2015-03-12,106.620003,106.660004,104.220001,104.800003,99.293198,1529800
64,2015-03-13,105.099998,105.739998,104.68,105.480003,99.937462,1429100
65,2015-03-16,106.860001,108.0,106.559998,107.809998,102.145035,420100
66,2015-03-17,106.620003,107.25,106.300003,106.769997,101.159676,694400
67,2015-03-18,105.980003,107.349998,104.400002,106.82,101.207054,1703300
68,2015-03-19,106.459999,107.470001,106.32,107.139999,101.510246,641200
69,2015-03-20,109.379997,110.68,108.720001,110.160004,104.37155899999999,747800
70,2015-03-23,110.349998,111.199997,109.93,110.720001,104.90212199999999,562600
71,2015-03-24,111.220001,111.400002,110.209999,110.389999,104.58946999999999,628600
72,2015-03-25,109.699997,109.739998,104.449997,104.629997,99.132126,1733200
73,2015-03-26,101.010002,101.010002,98.41999799999999,99.08000200000001,93.873749,4330300
74,2015-03-27,99.989998,102.120003,99.949997,101.860001,96.507683,1260200
75,2015-03-30,101.57,103.43,101.57,103.120003,97.701477,990600
76,2015-03-31,101.470001,102.220001,100.970001,101.029999,95.72130600000001,1224100
77,2015-04-01,101.120003,101.120003,99.550003,100.339996,95.067551,641600
78,2015-04-02,101.610001,102.010002,100.480003,100.739998,95.446533,498700
79,2015-04-06,100.91999799999999,101.199997,100.0,100.230003,94.963341,916400
80,2015-04-07,100.93,101.860001,100.120003,100.16999799999999,94.906479,1161800
81,2015-04-08,99.800003,100.18,99.199997,99.970001,94.716995,630400
82,2015-04-09,100.309998,100.860001,99.489998,100.739998,95.446533,1609700
83,2015-04-10,99.730003,100.58000200000001,99.589996,100.019997,94.76436600000001,846300
84,2015-04-13,100.389999,100.989998,99.589996,99.809998,94.565399,1037700
85,2015-04-14,100.860001,100.970001,99.57,99.970001,94.716995,1137300
86,2015-04-15,100.059998,100.08000200000001,95.889999,96.139999,91.08824200000001,4129100
87,2015-04-16,94.83000200000001,96.129997,94.160004,95.120003,90.121849,2293600
88,2015-04-17,94.75,95.110001,93.949997,94.5,89.53441600000001,1671200
89,2015-04-20,94.989998,96.239998,94.940002,96.08000200000001,91.03139499999999,1129100
90,2015-04-21,98.16999799999999,98.739998,97.089996,97.75,92.613647,2396700
91,2015-04-22,109.82,111.199997,106.379997,107.809998,102.145035,4849300
92,2015-04-23,108.839996,108.959999,107.459999,108.690002,102.97879,1357000
93,2015-04-24,108.059998,108.199997,106.599998,107.160004,102.292458,1748100
94,2015-04-27,109.57,110.910004,109.25,109.709999,104.72663100000001,4075600
95,2015-04-28,109.75,110.040001,108.870003,109.790001,104.802994,1076200
96,2015-04-29,108.790001,109.190002,107.089996,107.639999,102.750656,2160600
97,2015-04-30,108.019997,108.68,106.440002,107.040001,102.17791,1989500
98,2015-05-01,107.5,108.550003,107.410004,108.370003,103.447502,637400
99,2015-05-04,109.470001,109.470001,107.760002,107.889999,102.989296,676900
100,2015-05-05,107.33000200000001,107.33000200000001,105.019997,105.440002,100.650574,1636800
101,2015-05-06,107.190002,107.33000200000001,105.559998,105.800003,100.994232,1305500
102,2015-05-07,105.730003,106.57,105.309998,106.220001,101.395157,1104600
103,2015-05-08,107.269997,108.309998,107.139999,107.739998,102.846115,951900
104,2015-05-11,107.519997,108.879997,107.470001,108.620003,103.68615,459800
105,2015-05-12,108.349998,108.93,107.870003,108.629997,103.695679,483600
106,2015-05-13,108.889999,109.309998,107.900002,108.58000200000001,103.64795699999999,468900
107,2015-05-14,109.900002,111.059998,109.400002,110.58000200000001,105.55711399999998,729100
108,2015-05-15,111.089996,111.489998,110.599998,111.050003,106.00576000000001,795100
109,2015-05-18,109.959999,111.25,109.610001,111.019997,105.977112,554700
110,2015-05-19,110.970001,111.739998,110.58000200000001,111.220001,106.16804499999999,476500
111,2015-05-20,111.449997,112.279999,111.150002,111.639999,106.56896200000001,531600
112,2015-05-21,111.33000200000001,111.82,111.050003,111.529999,106.463959,365900
113,2015-05-22,110.989998,111.370003,110.449997,110.980003,105.938942,253200
114,2015-05-26,110.379997,110.519997,108.400002,108.970001,104.020241,541400
115,2015-05-27,109.610001,112.910004,109.519997,112.529999,107.418526,588500
116,2015-05-28,113.690002,114.139999,112.5,113.800003,108.630852,588100
117,2015-05-29,113.269997,113.879997,111.5,112.300003,107.19899,542600
118,2015-06-01,112.190002,112.349998,110.410004,111.629997,106.55941000000001,856200
119,2015-06-02,111.370003,111.410004,110.050003,110.050003,105.05118600000002,735800
120,2015-06-03,112.25,112.91999799999999,111.440002,111.720001,106.645325,1029300
121,2015-06-04,112.07,113.68,110.370003,110.589996,105.56665,1372200
122,2015-06-05,109.599998,110.010002,108.75,109.099998,104.14433299999999,997100
123,2015-06-08,108.16999799999999,108.599998,107.129997,107.800003,102.903389,803100
124,2015-06-09,108.519997,108.68,107.25,108.25,103.33294699999999,844100
125,2015-06-10,108.93,110.07,108.349998,108.989998,104.039337,497000
126,2015-06-11,111.0,111.800003,109.470001,110.0,105.003456,872700
127,2015-06-12,107.650002,108.639999,106.959999,107.910004,103.008392,583600
128,2015-06-15,106.480003,108.540001,106.190002,108.379997,103.457039,841800
129,2015-06-16,108.279999,109.550003,107.730003,109.209999,104.249336,538400
130,2015-06-17,107.970001,108.43,107.260002,107.82,102.92246999999999,557600
131,2015-06-18,107.150002,110.260002,107.099998,108.93,103.982056,1387500
132,2015-06-19,108.959999,109.150002,108.370003,108.809998,103.867508,479900
133,2015-06-22,111.970001,113.0,111.300003,111.910004,106.826706,709000
134,2015-06-23,111.940002,112.129997,110.970001,111.010002,105.967583,479800
135,2015-06-24,110.550003,111.0,109.790001,109.970001,104.97481499999999,404900
136,2015-06-25,110.839996,111.089996,109.900002,110.260002,105.25165600000001,395600
137,2015-06-26,110.650002,111.139999,108.190002,108.779999,103.83886700000001,869400
138,2015-06-29,105.82,106.58000200000001,104.029999,104.559998,99.81055500000001,1043600
139,2015-06-30,105.709999,105.790001,103.220001,104.129997,99.400085,754300
140,2015-07-01,107.739998,107.900002,105.260002,105.650002,100.851051,1305400
141,2015-07-02,105.32,105.33000200000001,103.709999,104.599998,99.848747,942800
142,2015-07-06,101.089996,103.110001,100.949997,101.91999799999999,97.29046600000001,720300
143,2015-07-07,99.269997,100.639999,97.309998,100.160004,95.61041999999999,1286700
144,2015-07-08,98.099998,98.540001,96.779999,97.139999,92.727592,784400
145,2015-07-09,101.75,102.120003,99.199997,99.620003,95.094955,1683600
146,2015-07-10,103.980003,104.139999,101.639999,102.699997,98.035034,2272000
147,2015-07-13,103.790001,103.889999,102.949997,103.300003,98.607796,859000
148,2015-07-14,103.260002,103.849998,102.449997,103.07,98.388237,1238200
149,2015-07-15,106.089996,108.16999799999999,105.75,106.68,101.834251,2298700
150,2015-07-16,104.150002,104.239998,99.269997,100.360001,95.801338,4115500
151,2015-07-17,101.0,101.089996,99.410004,100.550003,95.982704,2782500
152,2015-07-20,102.050003,102.379997,100.760002,101.0,96.41226999999999,1112300
153,2015-07-21,101.0,101.959999,100.41999799999999,100.900002,96.316811,1525300
154,2015-07-22,100.059998,101.089996,99.57,100.839996,96.259537,1894400
155,2015-07-23,101.18,102.300003,100.970001,101.93,97.30001800000001,897100
156,2015-07-24,100.879997,101.059998,97.449997,98.529999,94.054451,1994700
157,2015-07-27,99.489998,99.940002,98.33000200000001,98.629997,94.14990999999999,844600
158,2015-07-28,97.739998,99.809998,97.220001,99.08000200000001,94.579468,1558700
159,2015-07-29,98.940002,99.33000200000001,98.120003,99.019997,94.522194,568000
160,2015-07-30,97.870003,99.410004,97.68,99.089996,94.589027,1170500
161,2015-07-31,100.269997,100.510002,98.910004,99.16999799999999,94.665398,714400
162,2015-08-03,99.339996,99.379997,97.309998,98.139999,93.682175,817900
163,2015-08-04,98.18,98.370003,96.400002,96.790001,92.393501,786500
164,2015-08-05,98.470001,99.209999,98.360001,98.629997,94.14990999999999,1052100
165,2015-08-06,98.029999,98.110001,96.239998,96.360001,91.983017,1421400
166,2015-08-07,96.050003,96.989998,95.66999799999999,96.970001,92.565315,501400
167,2015-08-10,97.349998,99.75,97.349998,99.41999799999999,94.90403,777400
168,2015-08-11,100.07,100.08000200000001,98.599998,99.190002,94.68447900000001,637800
169,2015-08-12,96.370003,97.400002,94.959999,97.08000200000001,92.670326,1103800
170,2015-08-13,96.129997,96.360001,94.639999,94.720001,90.417511,895800
171,2015-08-14,92.25,93.139999,91.099998,92.690002,88.479744,2399900
172,2015-08-17,91.730003,93.300003,91.480003,93.16999799999999,88.937927,2569500
173,2015-08-18,94.010002,94.029999,92.620003,92.849998,88.63245400000001,2575200
174,2015-08-19,91.120003,91.75,90.110001,90.91999799999999,86.790123,1624600
175,2015-08-20,89.519997,89.589996,87.0,87.440002,83.468193,1952200
176,2015-08-21,88.480003,89.41999799999999,85.790001,85.910004,82.007698,2453900
177,2015-08-24,84.440002,85.300003,82.07,85.300003,81.425415,4016800
178,2015-08-25,91.150002,91.269997,86.360001,87.010002,83.057732,2027500
179,2015-08-26,89.269997,89.300003,86.25,88.400002,84.384598,2111500
180,2015-08-27,91.16999799999999,91.93,90.470001,91.910004,87.735153,2061700
181,2015-08-28,92.489998,93.129997,91.43,91.980003,87.801987,1150100
182,2015-08-31,91.360001,92.08000200000001,90.720001,91.019997,86.88559000000001,1173300
183,2015-09-01,89.760002,90.58000200000001,88.559998,89.160004,85.110077,1096100
184,2015-09-02,91.040001,91.040001,89.209999,90.629997,86.51329799999999,1415200
185,2015-09-03,93.389999,93.940002,92.25,92.68,88.470177,1240200
186,2015-09-04,90.449997,91.849998,90.279999,91.370003,87.219688,775100
187,2015-09-08,93.720001,94.470001,92.910004,93.879997,89.615669,993400
188,2015-09-09,93.91999799999999,94.5,90.809998,91.07,86.933311,1031200
189,2015-09-10,91.769997,92.949997,90.709999,92.209999,88.02153,846900
190,2015-09-11,91.610001,91.879997,90.959999,91.68,87.51561,568800
191,2015-09-14,91.489998,91.629997,90.470001,90.93,86.799667,588500
192,2015-09-15,92.480003,93.66999799999999,92.160004,93.33000200000001,89.09066,809000
193,2015-09-16,93.650002,93.910004,92.709999,93.709999,89.4534,702200
194,2015-09-17,92.16999799999999,94.389999,91.910004,92.790001,88.575188,629100
195,2015-09-18,89.870003,91.190002,89.480003,90.010002,85.921471,1448100
196,2015-09-21,90.610001,91.059998,88.66999799999999,89.400002,85.33916500000001,1378600
197,2015-09-22,88.400002,88.470001,85.889999,86.68,82.742722,1712700
198,2015-09-23,85.690002,85.82,83.709999,83.879997,80.069901,1660300
199,2015-09-24,82.879997,84.93,82.099998,84.199997,80.375374,2316700
200,2015-09-25,87.010002,87.099998,84.75,85.349998,81.473122,1236500
201,2015-09-28,83.260002,83.849998,82.43,83.08000200000001,79.30624399999999,1638200
202,2015-09-29,82.900002,85.529999,82.620003,85.209999,81.339485,1351400
203,2015-09-30,86.970001,88.07,86.629997,87.980003,83.983681,2466400
204,2015-10-01,86.239998,86.599998,84.449997,85.970001,82.064972,1323200
205,2015-10-02,85.889999,88.709999,85.449997,88.410004,84.394142,950800
206,2015-10-05,88.690002,90.059998,88.529999,89.389999,85.329628,951000
207,2015-10-06,89.970001,90.800003,89.290001,90.050003,85.959648,732200
208,2015-10-07,91.0,91.610001,88.849998,90.059998,85.969185,873800
209,2015-10-08,91.269997,91.449997,89.879997,91.379997,87.229225,974000
210,2015-10-09,90.709999,91.099998,90.279999,90.870003,86.742401,542600
211,2015-10-12,90.230003,90.360001,89.620003,89.860001,85.778275,742300
212,2015-10-13,88.589996,88.870003,87.120003,87.309998,83.344116,1047500
213,2015-10-14,85.010002,87.75,84.610001,87.269997,83.30592299999999,3118200
214,2015-10-15,87.83000200000001,89.290001,87.150002,88.5,84.480049,2230100
215,2015-10-16,88.220001,89.07,87.75,88.650002,84.623238,892700
216,2015-10-19,88.610001,88.989998,88.029999,88.779999,84.74733,502800
217,2015-10-20,88.08000200000001,90.470001,87.540001,89.019997,84.976425,1108000
218,2015-10-21,90.870003,91.239998,89.959999,90.010002,85.921471,943900
219,2015-10-22,92.029999,92.910004,91.889999,92.32,88.12653399999999,1644800
220,2015-10-23,94.239998,94.410004,93.239998,93.639999,89.386574,1585100
221,2015-10-26,92.5,92.900002,92.110001,92.290001,88.0979,614500
222,2015-10-27,92.529999,92.75,91.269997,91.550003,87.39151,544700
223,2015-10-28,93.550003,94.089996,92.260002,93.339996,89.100204,618600
224,2015-10-29,92.260002,92.57,91.68,92.059998,87.878342,517600
225,2015-10-30,92.360001,93.360001,92.089996,92.790001,88.575188,464800
226,2015-11-02,94.279999,94.589996,93.540001,94.110001,89.83521999999999,528100
227,2015-11-03,94.010002,95.449997,93.660004,95.110001,90.789803,538200
228,2015-11-04,95.370003,95.809998,94.779999,95.57,91.228912,429800
229,2015-11-05,96.349998,96.620003,94.599998,95.209999,90.885262,792400
230,2015-11-06,95.470001,96.400002,94.760002,96.33000200000001,91.954391,736200
231,2015-11-09,96.58000200000001,96.629997,95.16999799999999,95.720001,91.372101,480300
232,2015-11-10,93.989998,94.010002,93.150002,93.519997,89.272018,2305700
233,2015-11-11,94.370003,94.83000200000001,93.410004,93.949997,89.682487,1442600
234,2015-11-12,93.589996,93.849998,92.529999,92.769997,88.55609100000001,788300
235,2015-11-13,91.510002,92.300003,90.68,91.400002,87.248329,1588300
236,2015-11-16,90.599998,92.480003,90.410004,92.290001,88.0979,3582100
237,2015-11-17,92.209999,92.75,91.82,91.980003,87.801987,2380300
238,2015-11-18,92.370003,93.25,92.099998,93.150002,88.918839,2181100
239,2015-11-19,92.93,93.900002,92.510002,93.279999,89.04293100000001,3388500
240,2015-11-20,92.82,92.980003,91.150002,91.440002,87.286514,1829900
241,2015-11-23,90.129997,91.160004,89.959999,90.269997,86.169647,476800
242,2015-11-24,88.660004,90.610001,88.629997,90.33000200000001,86.226929,1024700
243,2015-11-25,90.550003,91.470001,90.459999,90.970001,86.83785999999999,424800
244,2015-11-27,92.300003,92.550003,92.059998,92.489998,88.288818,200300
245,2015-11-30,92.779999,92.889999,92.160004,92.720001,88.50836899999999,368500
246,2015-12-01,93.129997,93.510002,92.730003,93.239998,89.004745,495900
